Location,Locname,Postcode,HB2019,HB2019Name
A131V,Mansfield Nursing Home,KA3 5BU,S08000015,NHS Ayrshire and Arran
A132C,Lamlash Clinic,KA27 8JY,S08000015,NHS Ayrshire and Arran
A132L,Nether Robertland Primary School,KA3 5PF,S08000015,NHS Ayrshire and Arran
A132R,Residential Unit,KA25 7JE,S08000015,NHS Ayrshire and Arran
A132V,Sefton Park Nursing Home,KA30 8PH,S08000015,NHS Ayrshire and Arran
A133C,Whiting Bay Clinic,KA27 8PX,S08000015,NHS Ayrshire and Arran
A133L,Lainshaw Primary School,KA3 3DL,S08000015,NHS Ayrshire and Arran
A133R,Craiglands Retirement Home,KA24 5DY,S08000015,NHS Ayrshire and Arran
A133V,East Balgray Residential Home,KA11 2AP,S08000015,NHS Ayrshire and Arran
A134C,Millport Clinic,KA28 0DG,S08000015,NHS Ayrshire and Arran
A134L,Kingsford Primary School,,NA,NA
A134V,Lochshiel Nursing Home,KA15 1EU,S08000015,NHS Ayrshire and Arran
A135C,Kilmarnock Clinic,KA1 1RU,S08000015,NHS Ayrshire and Arran
A135L,Dunlop Primary School,KA3 4AN,S08000015,NHS Ayrshire and Arran
A135V,Argyll House Nursing Home,KA1 2QJ,S08000015,NHS Ayrshire and Arran
A136C,Mobile Clinic 1,,NA,NA
A136V,Howard House Nursing Home,KA1 2BP,S08000015,NHS Ayrshire and Arran
A137C,Mobile Clinic 2,,NA,NA
A137V,Millport Care Centre,KA28 0BQ,S08000015,NHS Ayrshire and Arran
A138C,Mobile Clinic 3,,NA,NA
A138V,Gowanbank Nursing Home,KA17 0LL,S08000015,NHS Ayrshire and Arran
A139C,Mobile Clinic 4,,NA,NA
A139L,St Columba's Primary School,KA1 3AS,S08000015,NHS Ayrshire and Arran
A139V,Moorburn Manor Nursing Home,KA30 9JB,S08000015,NHS Ayrshire and Arran
A140C,Mobile Clinic 5,,NA,NA
A140L,Mount Carmel Primary School,KA3 2EL,S08000015,NHS Ayrshire and Arran
A140V,Seabank Nursing Home,KA21 5JB,S08000015,NHS Ayrshire and Arran
A141C,Mobile Clinic 6,,NA,NA
A141L,St Matthew's RC Primary School,KA3 7HQ,S08000015,NHS Ayrshire and Arran
A141V,Dean House Residential Home,KA3 1RN,S08000015,NHS Ayrshire and Arran
A142C,Mobile Clinic 10,,NA,NA
A142L,St Paul's Primary School,KA1 5BN,S08000015,NHS Ayrshire and Arran
A142V,Kirklea Residential Home,KA1 1EQ,S08000015,NHS Ayrshire and Arran
A143C,Mobile Clinic 11,,NA,NA
A143L,St Sophia's Primary School,KA4 8BN,S08000015,NHS Ayrshire and Arran
A143V,Arran View Nursing Home,KA21 6EU,S08000015,NHS Ayrshire and Arran
A144C,Mobile Clinic 12,,NA,NA
A144V,Thorntoun Estate Nursing Home,KA2 0BH,S08000015,NHS Ayrshire and Arran
A145C,Mobile Clinic 15,,NA,NA
A145L,Park School,KA3 7BB,S08000015,NHS Ayrshire and Arran
A145Q,St Mark's Primary School,KA12 0NS,S08000015,NHS Ayrshire and Arran
A145V,Braeside Nursing Home,KA30 8JP,S08000015,NHS Ayrshire and Arran
A145W,Linfern School,KA3 7DG,S08000015,NHS Ayrshire and Arran
A146C,Hurlford Clinic,KA1 5BU,S08000015,NHS Ayrshire and Arran
A146L,Woodstock School,KA1 2QJ,S08000015,NHS Ayrshire and Arran
A146Q,St Marys RC Primary School,,NA,NA
A146V,Springhill Home,KA1 2EJ,S08000015,NHS Ayrshire and Arran
A146W,Marnock School,KA3 7DG,S08000015,NHS Ayrshire and Arran
A147C,Mobile Clinic 17,,NA,NA
A147L,West Park School,KA2 0JJ,S08000015,NHS Ayrshire and Arran
A147Q,St Luke's Primary School,KA13 6LF,S08000015,NHS Ayrshire and Arran
A147V,Speirs Care Home,KA15 2BS,S08000015,NHS Ayrshire and Arran
A148C,Dental Surgery,KA28 0DG,S08000015,NHS Ayrshire and Arran
A148L,Dunlop House Hospital School,KA3 3BD,S08000015,NHS Ayrshire and Arran
A148Q,St Winning's Primary School,KA13 6JX,S08000015,NHS Ayrshire and Arran
A148V,Shalom Nursing Home,KA11 4AF,S08000015,NHS Ayrshire and Arran
A149C,Speech Therapy Clinic,KA12 8RU,S08000015,NHS Ayrshire and Arran
A149L,Glebe Mental Health Centre,,NA,NA
A149Q,St John Ogilvie Primary School,KA11 1PZ,S08000015,NHS Ayrshire and Arran
A150C,Speech Therapy Clinic,KA1 5AG,S08000015,NHS Ayrshire and Arran
A150L,Witchhill School,KA3 1JF,S08000015,NHS Ayrshire and Arran
A151C,Speech Therapy Clinic,KA21 5AG,S08000015,NHS Ayrshire and Arran
A151L,Cairns Nursery School,KA3 1PH,S08000015,NHS Ayrshire and Arran
A151W,Flowerbank Day Nursery School,KA1 2DJ,S08000015,NHS Ayrshire and Arran
A152C,Glen Road Clinic,KA23 9BL,S08000015,NHS Ayrshire and Arran
A152L,Onthank Nursery School,KA3 2ES,S08000015,NHS Ayrshire and Arran
A152W,Hillbank Day Nursery School,KA3 1JL,S08000015,NHS Ayrshire and Arran
A153C,Campbeltown Drive Clinic,KA3 1JP,S08000015,NHS Ayrshire and Arran
A153L,Riccarton Nursery School,KA1 4DY,S08000015,NHS Ayrshire and Arran
A153W,Hillbank Child and Family Centre,KA3 1JL,S08000015,NHS Ayrshire and Arran
A154C,Shiskine Clinic,KA27 8EW,S08000015,NHS Ayrshire and Arran
A154L,Shortlees Nursery School,KA1 4QY,S08000015,NHS Ayrshire and Arran
A154W,Hurlford Adult Training Centre,KA1 5D_,NA,NA
A155C,Townhead Centre,KA12 0BH,S08000015,NHS Ayrshire and Arran
A155L,Galston Nursery School,KA4 8DX,S08000015,NHS Ayrshire and Arran
A155Q,Stanecastle School,KA11 1AQ,S08000015,NHS Ayrshire and Arran
A155W,Interlink Adult Training Centre,KA13 7LP,S08000015,NHS Ayrshire and Arran
A156C,Breast Screening Centre,KA12 8SS,S08000015,NHS Ayrshire and Arran
A156L,Darvel Nursery School,KA17 0JU,S08000015,NHS Ayrshire and Arran
A156Q,Haysholm School,KA12 0NE,S08000015,NHS Ayrshire and Arran
A156W,Balmoral Road Adult Training Centre,KA3 1HL,S08000015,NHS Ayrshire and Arran
A157C,Drugs Outreach (Kilmarnock),KA1 1LR,S08000015,NHS Ayrshire and Arran
A157L,Kilmaurs Nursery School,KA3 2SA,S08000015,NHS Ayrshire and Arran
A157Q,Segdoune School,KA13 7HQ,S08000015,NHS Ayrshire and Arran
A157W,Braefoot Nursery,KA15 2AE,S08000015,NHS Ayrshire and Arran
A158C,The Vernon Centre (Non-Medical),KA21 5HE,S08000015,NHS Ayrshire and Arran
A158W,Bright Beginnings Nursery,KA12 0NR,S08000015,NHS Ayrshire and Arran
A159C,The Galleon Centre,KA1 1QG,S08000015,NHS Ayrshire and Arran
A159W,Bright Sparks Nursery,KA8 0EU,S08000015,NHS Ayrshire and Arran
A160C,Kilwinning Community Centre,KA13 6DP,S08000015,NHS Ayrshire and Arran
A160W,Brodick Playgroup,KA27 8DL,S08000015,NHS Ayrshire and Arran
A161C,The Compass Centre,KA11 4HR,S08000015,NHS Ayrshire and Arran
A161L,Ardrossan Academy,KA22 8AR,S08000015,NHS Ayrshire and Arran
A161Q,Moor Day Nursery School,KA12 8SD,S08000015,NHS Ayrshire and Arran
A161W,Busy Bee's Nursery,KA22 8EH,S08000015,NHS Ayrshire and Arran
A162C,West Kilbride Health Clinic,KA23 9AR,S08000015,NHS Ayrshire and Arran
A162L,Auchenharvie Academy,KA20 3JW,S08000015,NHS Ayrshire and Arran
A162W,Careshare Nursery,KA6 6PE,S08000015,NHS Ayrshire and Arran
A163C,New House Residential Home,KA1 5JB,S08000015,NHS Ayrshire and Arran
A163L,Largs Academy,KA30 9JX,S08000015,NHS Ayrshire and Arran
A163W,Castlepark Nursery,KA12 9NE,S08000015,NHS Ayrshire and Arran
A164C,West Park Residential Home,KA4 8PB,S08000015,NHS Ayrshire and Arran
A164W,Dean Park Nursery,KA3 1RN,S08000015,NHS Ayrshire and Arran
A165C,Bentinck Centre,KA1 4AX,S08000015,NHS Ayrshire and Arran
A165L,St Andrew's Academy,KA21 5NT,S08000015,NHS Ayrshire and Arran
A165W,Fenwick Playgroup,KA3 6DY,S08000015,NHS Ayrshire and Arran
A166C,Ballot Road Clinic,KA12 0HW,S08000015,NHS Ayrshire and Arran
A166W,Ideal Start Nursery,KA3 6LA,S08000015,NHS Ayrshire and Arran
A167L,Ardeer Primary School,KA20 3LZ,S08000015,NHS Ayrshire and Arran
A167W,Lamlash Playgroup,KA27 8NQ,S08000015,NHS Ayrshire and Arran
A168L,Hayocks Primary School,KA20 4HG,S08000015,NHS Ayrshire and Arran
A168W,Learning Tree Nursery,KA11 1PY,S08000015,NHS Ayrshire and Arran
A169L,Glencairn Primary School,KA20 3HQ,S08000015,NHS Ayrshire and Arran
A169W,Little Learner Nursery,KA2 9DT,S08000015,NHS Ayrshire and Arran
A170L,Argyle Primary School,KA21 5AQ,S08000015,NHS Ayrshire and Arran
A170W,Owl & Pussycat,KA8 0DH,S08000015,NHS Ayrshire and Arran
A171L,Dykesmains Primary School,KA21 6EY,S08000015,NHS Ayrshire and Arran
A171Q,Garnock Community Campus (Secondary),KA25 7AL,S08000015,NHS Ayrshire and Arran
A171W,Owl & Pussycat,KA12 8PS,S08000015,NHS Ayrshire and Arran
A172L,Kyleshill Primary School,KA21 5JT,S08000015,NHS Ayrshire and Arran
A172W,Pine Trees Nursery,KA9 1SX,S08000015,NHS Ayrshire and Arran
A173L,Mayfield Primary School,KA21 6LH,S08000015,NHS Ayrshire and Arran
A173Q,Dalry Primary School,KA24 5DR,S08000015,NHS Ayrshire and Arran
A173W,Puddleducks Nursery,KA1 3RA,S08000015,NHS Ayrshire and Arran
A174L,Stanley Primary School,KA22 7DH,S08000015,NHS Ayrshire and Arran
A174Q,Beith Primary School,KA15 1AZ,S08000015,NHS Ayrshire and Arran
A174W,Riverbank Nursery,KA7 1JN,S08000015,NHS Ayrshire and Arran
A175L,Winton Primary School,KA22 8JP,S08000015,NHS Ayrshire and Arran
A175Q,Gateside School,KA15 2LF,S08000015,NHS Ayrshire and Arran
A175W,Sandcastle Nursery,KA10 6RW,S08000015,NHS Ayrshire and Arran
A176L,West Kilbride Primary School,KA23 9EX,S08000015,NHS Ayrshire and Arran
A176Q,Ladyland-Bridgend Primary School,,NA,NA
A176W,St. Peter's Childrens Centre,KA22 8DU,S08000015,NHS Ayrshire and Arran
A177L,Fairlie Primary School,KA29 0BW,S08000015,NHS Ayrshire and Arran
A177Q,Garnock Community Campus (Primary),KA14 3AF,S08000015,NHS Ayrshire and Arran
A177W,West Kilbride Village Nursery,KA23 9AX,S08000015,NHS Ayrshire and Arran
A178L,Kelburn Primary School,KA30 9HT,S08000015,NHS Ayrshire and Arran
A178Q,Moorpark Primary School,KA25 7EP,S08000015,NHS Ayrshire and Arran
A178W,Whiting Bay Playgroup,KA27 8PS,S08000015,NHS Ayrshire and Arran
A179L,Skelmorlie Primary School,PA17 5BA,S08000015,NHS Ayrshire and Arran
A180L,Kelburn Primary School,KA30 9HT,S08000015,NHS Ayrshire and Arran
A181Q,St Bridget's Primary School,KA25 6EJ,S08000015,NHS Ayrshire and Arran
A182Q,St Palladius' Primary School,KA24 5DG,S08000015,NHS Ayrshire and Arran
A184L,St Mary's Primary School,KA30 9JU,S08000015,NHS Ayrshire and Arran
A185L,St Anthony's Primary School,KA21 6DE,S08000015,NHS Ayrshire and Arran
A185Q,Courthill [School],,NA,NA
A186L,St Marys RC Primary School,,NA,NA
A186Q,Caldwell House [School],,NA,NA
A187L,St John's Primary School,KA20 4HH,S08000015,NHS Ayrshire and Arran
A188L,St Peter's Primary School,KA22 7PX,S08000015,NHS Ayrshire and Arran
A188Q,Dalry Nursery School,KA24 5DR,S08000015,NHS Ayrshire and Arran
A191E,Burnside House Clinic,KA12 8RU,S08000015,NHS Ayrshire and Arran
A191L,James Reid School,KA21 6LH,S08000015,NHS Ayrshire and Arran
A191Q,Arran High School,KA27 8NG,S08000015,NHS Ayrshire and Arran
A192L,Craigbank School,KA21 5BX,S08000015,NHS Ayrshire and Arran
A192Q,Brodick Primary School,KA27 8DW,S08000015,NHS Ayrshire and Arran
A193L,James McFarlane School,KA22 7DQ,S08000015,NHS Ayrshire and Arran
A193Q,Corrie Primary School,KA27 8JP,S08000015,NHS Ayrshire and Arran
A194Q,Kilmory Primary School,KA27 8PQ,S08000015,NHS Ayrshire and Arran
A195L,Springvale Nursery School,KA21 6BN,S08000015,NHS Ayrshire and Arran
A195Q,Pirnmill Primary School,KA27 8HP,S08000015,NHS Ayrshire and Arran
A196Q,Shiskine Primary School,KA27 8EP,S08000015,NHS Ayrshire and Arran
A197Q,Whiting Bay Primary School,KA27 8PX,S08000015,NHS Ayrshire and Arran
A198Q,Lamlash Primary School,KA27 8NP,S08000015,NHS Ayrshire and Arran
A199E,The Surgery,KA25 6HP,S08000015,NHS Ayrshire and Arran
A199Q,Cumbrae Primary School,KA28 0BB,S08000015,NHS Ayrshire and Arran
A200C,Ayrshire Clinics South Dis,,NA,NA
A200N,Domiciliary Births,,NA,NA
A201A,South Ayrshire and Arran District,KA7 2AH,S08000015,NHS Ayrshire and Arran
A201B,Dundonald Health Centre,KA2 9EW,S08000015,NHS Ayrshire and Arran
A201C,Annbank Clinic,KA6 5DD,S08000015,NHS Ayrshire and Arran
A201E,Muirkirk Day Hospital,KA18 3RE,S08000015,NHS Ayrshire and Arran
A201H,Ailsa Hospital,KA6 6AB,S08000015,NHS Ayrshire and Arran
A201J,Welfare Home,KA7 3BA,S08000015,NHS Ayrshire and Arran
A201L,Ayr Academy,KA8 0SX,S08000015,NHS Ayrshire and Arran
A201Q,Girvan Academy,KA26 9DW,S08000015,NHS Ayrshire and Arran
A201R,Affleck House,KA18 2HN,S08000015,NHS Ayrshire and Arran
A201S,Childrens Home Dundonald House,KA2 9DB,S08000015,NHS Ayrshire and Arran
A201V,Auchenbeg Nursing Home,KA7 4SF,S08000015,NHS Ayrshire and Arran
A201W,Kyle Adult Training Centre,KA7 3BA,S08000015,NHS Ayrshire and Arran
A202B,Auchinleck Health Centre,KA18 2AS,S08000015,NHS Ayrshire and Arran
A202C,Auchinleck Clinic,KA18 2DU,S08000015,NHS Ayrshire and Arran
A202E,Maybole Day Hospital,KA19 7BY,S08000015,NHS Ayrshire and Arran
A202H,Ayr County Hospital,KA7 3AY,S08000015,NHS Ayrshire and Arran
A202L,Belmont Academy,KA7 2PG,S08000015,NHS Ayrshire and Arran
A202S,Kirkmichael Childrens Home,KA19 7PR,S08000015,NHS Ayrshire and Arran
A202V,Blair Lodge Nursing Home,KA7 2UY,S08000015,NHS Ayrshire and Arran
A202W,Riverside Adult Training Centre,KA18 1EQ,S08000015,NHS Ayrshire and Arran
A203B,Symington Health Centre,KA1 5RS,S08000015,NHS Ayrshire and Arran
A203C,Whitletts Clinic,KA8 9RW,S08000015,NHS Ayrshire and Arran
A203E,Afton Court Day Hospital,KA18 4JF,S08000015,NHS Ayrshire and Arran
A203H,Heathfield Hospital,KA8 9DZ,S08000015,NHS Ayrshire and Arran
A203L,Mainholm Academy,KA8 0QQ,S08000015,NHS Ayrshire and Arran
A203R,Cumnor Hall Home,KA7 2TX,S08000015,NHS Ayrshire and Arran
A203S,Frognal House,KA9 1UN,S08000015,NHS Ayrshire and Arran
A203V,Broomfield House,KA7 2SP,S08000015,NHS Ayrshire and Arran
A203W,Girvan Adult Training Centre,KA26 9EW,S08000015,NHS Ayrshire and Arran
A204B,Girvan Health Centre,KA26 9AN,S08000015,NHS Ayrshire and Arran
A204C,Miller Road Clinic,KA7 2BN,S08000015,NHS Ayrshire and Arran
A204H,Seafield Sick Childrens Hospital,KA7 4DW,S08000015,NHS Ayrshire and Arran
A204L,Prestwick Academy,KA9 2LB,S08000015,NHS Ayrshire and Arran
A204Q,Sacred Heart High School,KA26 9AW,S08000015,NHS Ayrshire and Arran
A204R,Davidson House,KA26 9AH,S08000015,NHS Ayrshire and Arran
A204V,Park Grove,KA7 2DL,S08000015,NHS Ayrshire and Arran
A204W,Waterside Day Care Centre,KA6 7JG,S08000015,NHS Ayrshire and Arran
A205B,Maybole Health Centre,KA19 7BY,S08000015,NHS Ayrshire and Arran
A205C,Mount Oliphant Crescent Clinic,KA7 3EN,S08000015,NHS Ayrshire and Arran
A205H,Thornyflat Maternity Hospital,KA8 0TD,S08000015,NHS Ayrshire and Arran
A205L,Marr College,KA10 7AB,S08000015,NHS Ayrshire and Arran
A205R,Memorial Home Biggart,KA9 2HQ,S08000015,NHS Ayrshire and Arran
A205V,Ardayre Road Cranreuch,KA9 1QL,S08000015,NHS Ayrshire and Arran
A206B,Cumnock Health Centre,KA18 1BF,S08000015,NHS Ayrshire and Arran
A206C,Ballantrae Clinic,KA26 0NB,S08000015,NHS Ayrshire and Arran
A206H,Holmhead Hospital,KA18 1RR,S08000015,NHS Ayrshire and Arran
A206L,Kyle Academy,KA7 3LR,S08000015,NHS Ayrshire and Arran
A206Q,Ballantrae Primary School,KA26 0NH,S08000015,NHS Ayrshire and Arran
A206R,Miners Convalescent Home,KA10 6BX,S08000015,NHS Ayrshire and Arran
A206V,Westbank Nursing Home,KA10 6AN,S08000015,NHS Ayrshire and Arran
A206W,Caledonia Primary School,KA21 5AF,S08000015,NHS Ayrshire and Arran
A207B,North Ayr Health Centre,KA8 9RS,S08000015,NHS Ayrshire and Arran
A207C,Catrine Clinic,KA5 6RU,S08000015,NHS Ayrshire and Arran
A207H,Davidson Cottage Hospital,KA26 9DS,S08000015,NHS Ayrshire and Arran
A207L,Wellington School Secondary Dept,KA7 2XH,S08000015,NHS Ayrshire and Arran
A207Q,Barrhill Primary School,KA26 0PP,S08000015,NHS Ayrshire and Arran
A207R,Abbeyfield House,KA7 1XB,S08000015,NHS Ayrshire and Arran
A207V,Windyhall Private Nursing Home,KA7 2TL,S08000015,NHS Ayrshire and Arran
A207W,Auchenharvie Community Nursery School,KA20 3JW,S08000015,NHS Ayrshire and Arran
A208B,Janet Cottage,KA6 5DB,S08000015,NHS Ayrshire and Arran
A208C,Coylton Clinic,KA6 6JT,S08000015,NHS Ayrshire and Arran
A208H,Biggart Hospital,KA9 2HQ,S08000015,NHS Ayrshire and Arran
A208Q,Colmonell Primary School,KA26 0RY,S08000015,NHS Ayrshire and Arran
A208R,South Lodge Nursing Home,KA7 2TF,S08000015,NHS Ayrshire and Arran
A208S,Morrison House Convalescent Home,KA7 2TT,S08000015,NHS Ayrshire and Arran
A208V,Queens Care Home,KA9 1QF,S08000015,NHS Ayrshire and Arran
A208W,Kilwinning Community Nursery School,KA13 6SE,S08000015,NHS Ayrshire and Arran
A209B,The Oxenward Surgery,KA13 6EH,S08000015,NHS Ayrshire and Arran
A209C,Cumnock Clinic,KA18 1AB,S08000015,NHS Ayrshire and Arran
A209H,Ballochmyle Hospital,KA5 6LQ,S08000015,NHS Ayrshire and Arran
A209L,Queen Margaret Academy,KA7 3TL,S08000015,NHS Ayrshire and Arran
A209Q,Pinwherry Primary School,KA26 0RN,S08000015,NHS Ayrshire and Arran
A209R,Malin Court Eventide Home,KA26 9PB,S08000015,NHS Ayrshire and Arran
A209S,Women's Refuge,KA12 8PG,S08000015,NHS Ayrshire and Arran
A209V,Shawburn House,KA9 1AR,S08000015,NHS Ayrshire and Arran
A209W,Three Towns Community Nursery School,KA21 6BN,S08000015,NHS Ayrshire and Arran
A210B,GP Surgery,KA15 2AF,S08000015,NHS Ayrshire and Arran
A210C,Dalmellington Health Centre,KA6 7QL,S08000015,NHS Ayrshire and Arran
A210H,University Hospital Ayr,KA6 6DX,S08000015,NHS Ayrshire and Arran
A210Q,Barr Primary School,KA26 9TT,S08000015,NHS Ayrshire and Arran
A210R,Templeton House,KA7 2UY,S08000015,NHS Ayrshire and Arran
A210S,Victoria House,KA12 8PG,S08000015,NHS Ayrshire and Arran
A210V,Whitecross Nursing Home,KA2 9BU,S08000015,NHS Ayrshire and Arran
A210W,Gillies Knowe Training Centre,KA6 7QN,S08000015,NHS Ayrshire and Arran
A211B,Drongan Centre,KA6 7AY,S08000015,NHS Ayrshire and Arran
A211C,Bellsbank Clinic,KA6 7TJ,S08000015,NHS Ayrshire and Arran
A211H,Arrol Park Resource Centre,KA7 4DW,S08000015,NHS Ayrshire and Arran
A211L,Alloway Primary School,KA7 4QQ,S08000015,NHS Ayrshire and Arran
A211Q,Assel Primary School,KA26 0TP,S08000015,NHS Ayrshire and Arran
A211R,Content House,KA8 0DR,S08000015,NHS Ayrshire and Arran
A211S,Quarrier's Home Life Project,KA8 8NJ,S08000015,NHS Ayrshire and Arran
A211V,Belhaven Nursing Home,KA10 6ER,S08000015,NHS Ayrshire and Arran
A211W,Barshare Nursery School,KA18 1QG,S08000015,NHS Ayrshire and Arran
A212B,Largs Medical Group,KA30 8LH,S08000015,NHS Ayrshire and Arran
A212C,Drongan Clinic,KA6 7AX,S08000015,NHS Ayrshire and Arran
A212L,Braehead Primary School,KA8 9PJ,S08000015,NHS Ayrshire and Arran
A212Q,Girvan Primary School,KA26 9DD,S08000015,NHS Ayrshire and Arran
A212R,Dundonald House Residential Home,KA2 9DB,S08000015,NHS Ayrshire and Arran
A212S,Quarrier's Home,KA21 5AA,S08000015,NHS Ayrshire and Arran
A212V,Dunvegan Nursing Home,KA10 6HZ,S08000015,NHS Ayrshire and Arran
A212W,Bellsbank Family Centre,KA6 7UA,S08000015,NHS Ayrshire and Arran
A213B,The Ayr Clinic,KA6 6PT,S08000015,NHS Ayrshire and Arran
A213C,Dunure Clinic,KA7 4LX,S08000015,NHS Ayrshire and Arran
A213H,Hartfield House,KA7 2TS,S08000015,NHS Ayrshire and Arran
A213L,Castlehill Primary School,KA7 3QA,S08000015,NHS Ayrshire and Arran
A213Q,Dailly Primary School,KA26 9SB,S08000015,NHS Ayrshire and Arran
A213R,Hollybush House Queen Mothers Home,KA6 7EA,S08000015,NHS Ayrshire and Arran
A213S,Richmond Fellowship Scotland,KA21 5DT,S08000015,NHS Ayrshire and Arran
A213V,Glenfairn Nursing Home,KA7 2UX,S08000015,NHS Ayrshire and Arran
A213W,Crosshouse Nursery School,KA2 0JJ,S08000015,NHS Ayrshire and Arran
A214B,South Beach Medical Centre,KA22 8BS,S08000015,NHS Ayrshire and Arran
A214C,Girvan Clinic,KA26 9DA,S08000015,NHS Ayrshire and Arran
A214H,Three Towns Resource Centre,KA21 5RF,S08000015,NHS Ayrshire and Arran
A214L,Dalmilling Primary School,KA8 0PD,S08000015,NHS Ayrshire and Arran
A214R,Riverston Residential Home,KA7 2TQ,S08000015,NHS Ayrshire and Arran
A214S,St Andrew's Court Hostel,KA1 3EY,S08000015,NHS Ayrshire and Arran
A214V,Carrick House Nursing Home,KA7 2RD,S08000015,NHS Ayrshire and Arran
A214W,Dalrymple Nursery School,KA6 6PZ,S08000015,NHS Ayrshire and Arran
A215B,The Fullarton Medical Practice,KA7 1UL,S08000015,NHS Ayrshire and Arran
A215C,Mauchline Clinic,KA5 6AJ,S08000015,NHS Ayrshire and Arran
A215H,Community Hospital,KA18 1EF,S08000015,NHS Ayrshire and Arran
A215L,Doonfoot Primary School,KA7 4HJ,S08000015,NHS Ayrshire and Arran
A215Q,Sacred Heart Primary School,KA26 9AL,S08000015,NHS Ayrshire and Arran
A215R,Airlie House,KA7 2TR,S08000015,NHS Ayrshire and Arran
A215S,"The Volunteer Centre, Ardrossan",KA22 8DG,S08000015,NHS Ayrshire and Arran
A215V,Shalimar Nursing Home,KA9 1TR,S08000015,NHS Ayrshire and Arran
A215W,Daldorch House School,KA5 6NA,S08000015,NHS Ayrshire and Arran
A216B,Eglinton Family Practice,KA12 8TJ,S08000015,NHS Ayrshire and Arran
A216C,Carrick Home Clinic,KA19 7DH,S08000015,NHS Ayrshire and Arran
A216H,Girvan Community Hospital,KA26 9HQ,S08000015,NHS Ayrshire and Arran
A216L,Forehill Primary School,KA7 3JU,S08000015,NHS Ayrshire and Arran
A216R,Church of Scotland Eventide Home,KA7 2SP,S08000015,NHS Ayrshire and Arran
A216S,Anam Cara,KA25 7JE,S08000015,NHS Ayrshire and Arran
A216V,Stronvar Nursing Home,KA8 8LE,S08000015,NHS Ayrshire and Arran
A216W,Cherry Tree Nursery School,KA8 0QP,S08000015,NHS Ayrshire and Arran
A217B,Taiglum Medical Practice,KA6 7AY,S08000015,NHS Ayrshire and Arran
A217C,Carvick Webster Hall Clinic,KA9 2QL,S08000015,NHS Ayrshire and Arran
A217H,Woodland View,KA12 8SS,S08000015,NHS Ayrshire and Arran
A217L,Ayr Grammar Primary School,KA7 2SF,S08000015,NHS Ayrshire and Arran
A217R,Braemar Retirement Home,KA7 2SQ,S08000015,NHS Ayrshire and Arran
A217S,Homebriar House,KA7 2AH,S08000015,NHS Ayrshire and Arran
A217V,Kings Nursing Home,KA9 1QG,S08000015,NHS Ayrshire and Arran
A217W,Dunlop Nursery School,KA3 4AN,S08000015,NHS Ayrshire and Arran
A218B,Girvan Health Centre,KA26 9HQ,S08000015,NHS Ayrshire and Arran
A218C,Muirkirk Clinic,KA18 3RQ,S08000015,NHS Ayrshire and Arran
A218L,Heathfield Primary School,KA8 9DR,S08000015,NHS Ayrshire and Arran
A218R,Hillcrest Nursing Home,KA26 9HR,S08000015,NHS Ayrshire and Arran
A218V,Bellevue Nursing Home,KA7 2DQ,S08000015,NHS Ayrshire and Arran
A218W,Gargieston Nursery School,KA1 1UG,S08000015,NHS Ayrshire and Arran
A219B,Eglinton Family Practice Branch Surgery,KA12 8DF,S08000015,NHS Ayrshire and Arran
A219C,Netherthird Clinic,KA18 3DZ,S08000015,NHS Ayrshire and Arran
A219L,Holmston Primary School,KA7 3BB,S08000015,NHS Ayrshire and Arran
A219R,Nightingale Residential Home,KA18 2AF,S08000015,NHS Ayrshire and Arran
A219V,Nether Auchendrane Nursing Home,KA7 4EE,S08000015,NHS Ayrshire and Arran
A219W,Greenmill Nursery School,KA18 1PG,S08000015,NHS Ayrshire and Arran
A220C,New Cumnock Clinic,KA18 4AH,S08000015,NHS Ayrshire and Arran
